"response_id","q1_relationship","q1_other_note","q2_years","q3_attractions","q3_other","q4_interests","q5_visits","q6_days","q7_reason","q7_other","q8_transport","q8_other","q9_migration","q10_engagement","q10_details","q11_skills","q11_other"
"472","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","① 自然|④ 観光|⑧ 著名人・作品のゆかりがある","","③ ご当地ニュース","③ 2～4回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑨ 交通",""
"473","④ 親戚・知人","","② 2～3年未満","③ 歴史・文化|① 自然|⑧ 著名人・作品のゆかりがある","","③ ご当地ニュース","⑤ 11回以上","① 0日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑤ 広報",""
"474","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","② 2～3年未満","⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","④ 担い手募集","③ 2～4回","④ 6～9日","⑤ 観光・イベント","","① 自家用車","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"475","① 住所地","","⑨ 30年以上","","","","","","","","","","","","","① まちづくり",""
"476","③ 居住経験","","③ 3～5年未満","③ 歴史・文化|⑤ 特産品|⑥ 人柄・土地柄","","④ 担い手募集","④ 5～10回","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","④ 船舶","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑩ 農林水産",""
"477","⑦ ふるさと納税","","⑥ 15～20年未満","④ 観光|⑧ 著名人・作品のゆかりがある|① 自然","","① イベント","① 0回","⑦ 20～29日","③ 仕事","","② 鉄道","","① 具体的に検討中","⓪ 未定","","⑩ 農林水産",""
"478","③ 居住経験","","⑧ 25～30年未満","⑤ 特産品|③ 歴史・文化|⑦ 居住地との距離","","① イベント","④ 5～10回","③ 3～5日","① 帰省","","① 自家用車","","② 関心あり","⓪ 未定","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"479","⑨ 特にない","","⑤ 10～15年未満","⑥ 人柄・土地柄|⑨ その他【自由記述】|② 都市機能","地元の温泉文化と食事が素晴らしい","② 地域の魅力","③ 2～4回","⑧ 30日以上","⑤ 観光・イベント","","④ 船舶","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑪ その他【自由記述】","データ分析および生成AIの活用"
"480","③ 居住経験","","⑧ 25～30年未満","⑥ 人柄・土地柄|⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"481","⑥ 観光","","⑦ 20～25年未満","⑦ 居住地との距離|⑥ 人柄・土地柄|⑤ 特産品","","② 地域の魅力","⑤ 11回以上","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","③ いずれ検討する可能性がある","⓪ 未定","","① まちづくり",""
"482","④ 親戚・知人","","① 1年未満","① 自然|④ 観光|② 都市機能","","④ 担い手募集","④ 5～10回","⑧ 30日以上","③ 仕事","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","③ 教育・保育",""
"483","② 出身","","① 1年未満","⑧ 著名人・作品のゆかりがある|⑤ 特産品|⑦ 居住地との距離","","② 地域の魅力","⑤ 11回以上","⑤ 10～14日","② 親戚・知人との交流","","① 自家用車","","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","③ 教育・保育",""
"484","① 住所地","","⑥ 15～20年未満","","","","","","","","","","","","","⑨ 交通",""
"485","⑤ 仕事","","⑨ 30年以上","② 都市機能|⑧ 著名人・作品のゆかりがある|④ 観光","","③ ご当地ニュース","⑤ 11回以上","① 0日","③ 仕事","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑧ 国際",""
"486","③ 居住経験","","⑥ 15～20年未満","⑥ 人柄・土地柄|⑨ その他【自由記述】|⑧ 著名人・作品のゆかりがある","地元の温泉文化と食事が素晴らしい","④ 担い手募集","③ 2～4回","⑧ 30日以上","④ 担い手活動","","④ 船舶","","② 関心あり","② 定期的な訪問","","⑨ 交通",""
"487","① 住所地","","⑨ 30年以上","","","","","","","","","","","","","② 医療・介護",""
"488","⑦ ふるさと納税","","⑧ 25～30年未満","② 都市機能|① 自然|⑧ 著名人・作品のゆかりがある","","① イベント","④ 5～10回","⑧ 30日以上","③ 仕事","","④ 船舶","","④ 特に希望しない","⓪ 未定","","② 医療・介護",""
"489","⑨ 特にない","","④ 5～10年未満","⑤ 特産品|③ 歴史・文化|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","⑤ 11回以上","⑧ 30日以上","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"490","④ 親戚・知人","","⑤ 10～15年未満","⑤ 特産品|③ 歴史・文化|① 自然","","② 地域の魅力","② 1回","④ 6～9日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","② 定期的な訪問","","⑤ 広報",""
"491","⑥ 観光","","③ 3～5年未満","④ 観光|⑤ 特産品|② 都市機能","","④ 担い手募集","④ 5～10回","⑧ 30日以上","③ 仕事","","③ 飛行機","","② 関心あり","② 定期的な訪問","","⑩ 農林水産",""
"492","③ 居住経験","","① 1年未満","⑧ 著名人・作品のゆかりがある|⑤ 特産品|④ 観光","","① イベント","⑤ 11回以上","④ 6～9日","② 親戚・知人との交流","","④ 船舶","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"493","② 出身","","⑦ 20～25年未満","⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","② 地域の魅力","④ 5～10回","③ 3～5日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","④ 特に希望しない","⓪ 未定","","⑤ 広報",""
"494","⑨ 特にない","","⑤ 10～15年未満","⑨ その他【自由記述】|⑦ 居住地との距離|① 自然","地元の温泉文化と食事が素晴らしい","④ 担い手募集","④ 5～10回","② 1～2日","④ 担い手活動","","③ 飛行機","","② 関心あり","⓪ 未定","","⑥ 経営支援",""
"495","⑨ 特にない","","① 1年未満","⑧ 著名人・作品のゆかりがある|② 都市機能|⑦ 居住地との距離","","② 地域の魅力","② 1回","⑧ 30日以上","③ 仕事","","③ 飛行機","","① 具体的に検討中","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"496","④ 親戚・知人","","② 2～3年未満","④ 観光|③ 歴史・文化|⑦ 居住地との距離","","② 地域の魅力","③ 2～4回","③ 3～5日","④ 担い手活動","","③ 飛行機","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑥ 経営支援",""
"497","⑦ ふるさと納税","","⑨ 30年以上","① 自然|② 都市機能|③ 歴史・文化","","① イベント","② 1回","③ 3～5日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","④ 特に希望しない","⓪ 未定","","④ デジタル",""
"498","⑤ 仕事","","⑧ 25～30年未満","⑨ その他【自由記述】|⑦ 居住地との距離|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","② 1回","① 0日","④ 担い手活動","","② 鉄道","","④ 特に希望しない","⓪ 未定","","⑦ 建築・土木",""
"499","⑦ ふるさと納税","","⑧ 25～30年未満","② 都市機能|⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","① 0回","⑧ 30日以上","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","⓪ 未定","","⑨ 交通",""
"500","③ 居住経験","","⑥ 15～20年未満","⑦ 居住地との距離|⑤ 特産品|⑧ 著名人・作品のゆかりがある","","① イベント","② 1回","① 0日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑧ 国際",""
"501","② 出身","","③ 3～5年未満","⑨ その他【自由記述】|① 自然|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","② 地域の魅力","③ 2～4回","④ 6～9日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","② 定期的な訪問","","② 医療・介護",""
"502","④ 親戚・知人","","① 1年未満","② 都市機能|④ 観光|⑧ 著名人・作品のゆかりがある","","① イベント","② 1回","⑦ 20～29日","① 帰省","","② 鉄道","","③ いずれ検討する可能性がある","⓪ 未定","","② 医療・介護",""
"503","⑤ 仕事","","① 1年未満","② 都市機能|④ 観光|① 自然","","④ 担い手募集","⑤ 11回以上","④ 6～9日","④ 担い手活動","","② 鉄道","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"504","⑨ 特にない","","⑦ 20～25年未満","⑤ 特産品|⑦ 居住地との距離|④ 観光","","③ ご当地ニュース","④ 5～10回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑩ 農林水産",""
"505","⑨ 特にない","","⑤ 10～15年未満","⑦ 居住地との距離|⑨ その他【自由記述】|① 自然","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","① 0日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑤ 広報",""
"506","③ 居住経験","","④ 5～10年未満","④ 観光|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","④ 担い手募集","① 0回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","⓪ 未定","","⑧ 国際",""
"507","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑥ 15～20年未満","⑦ 居住地との距離|③ 歴史・文化|④ 観光","","④ 担い手募集","⑤ 11回以上","① 0日","④ 担い手活動","","④ 船舶","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑩ 農林水産",""
"508","② 出身","","⑥ 15～20年未満","⑤ 特産品|③ 歴史・文化|⑦ 居住地との距離","","④ 担い手募集","① 0回","⑥ 15～19日","① 帰省","","④ 船舶","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑥ 経営支援",""
"509","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","③ 3～5年未満","⑦ 居住地との距離|③ 歴史・文化|② 都市機能","","③ ご当地ニュース","② 1回","① 0日","④ 担い手活動","","① 自家用車","","① 具体的に検討中","⓪ 未定","","② 医療・介護",""
"510","⑨ 特にない","","② 2～3年未満","⑨ その他【自由記述】|① 自然|⑤ 特産品","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","③ 3～5日","① 帰省","","① 自家用車","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"511","⑨ 特にない","","② 2～3年未満","⑥ 人柄・土地柄|⑤ 特産品|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","① 0回","⑦ 20～29日","③ 仕事","","② 鉄道","","④ 特に希望しない","② 定期的な訪問","","⑥ 経営支援",""
"512","② 出身","","⑦ 20～25年未満","④ 観光|⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","⑤ 11回以上","⑧ 30日以上","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","⑥ 経営支援",""
"513","⑥ 観光","","⑥ 15～20年未満","① 自然|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","② 地域の魅力","④ 5～10回","⑥ 15～19日","④ 担い手活動","","① 自家用車","","④ 特に希望しない","⓪ 未定","","⑨ 交通",""
"514","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","⑤ 特産品|④ 観光|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","① イベント","③ 2～4回","⑥ 15～19日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","② 定期的な訪問","","⑦ 建築・土木",""
"515","⑤ 仕事","","④ 5～10年未満","② 都市機能|③ 歴史・文化|⑥ 人柄・土地柄","","① イベント","② 1回","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑦ 建築・土木",""
"516","② 出身","","⑤ 10～15年未満","⑦ 居住地との距離|④ 観光|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","③ 2～4回","④ 6～9日","⑤ 観光・イベント","","① 自家用車","","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"517","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","① 1年未満","② 都市機能|③ 歴史・文化|④ 観光","","③ ご当地ニュース","③ 2～4回","① 0日","④ 担い手活動","","④ 船舶","","① 具体的に検討中","⓪ 未定","","⑧ 国際",""
"518","⑦ ふるさと納税","","② 2～3年未満","⑨ その他【自由記述】|⑤ 特産品|⑦ 居住地との距離","地元の温泉文化と食事が素晴らしい","④ 担い手募集","④ 5～10回","⑧ 30日以上","② 親戚・知人との交流","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑨ 交通",""
"519","⑥ 観光","","⑧ 25～30年未満","⑧ 著名人・作品のゆかりがある|④ 観光|① 自然","","① イベント","② 1回","④ 6～9日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","① まちづくり",""
"520","④ 親戚・知人","","⑥ 15～20年未満","⑦ 居住地との距離|⑥ 人柄・土地柄|③ 歴史・文化","","② 地域の魅力","④ 5～10回","④ 6～9日","① 帰省","","② 鉄道","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","② 医療・介護",""
"521","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","⑥ 人柄・土地柄|⑦ 居住地との距離|① 自然","","① イベント","⑤ 11回以上","① 0日","③ 仕事","","④ 船舶","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"522","⑤ 仕事","","⑤ 10～15年未満","① 自然|⑤ 特産品|⑦ 居住地との距離","","② 地域の魅力","④ 5～10回","① 0日","④ 担い手活動","","① 自家用車","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑥ 経営支援",""
"523","② 出身","","④ 5～10年未満","③ 歴史・文化|⑧ 著名人・作品のゆかりがある|⑥ 人柄・土地柄","","③ ご当地ニュース","④ 5～10回","⑥ 15～19日","⑤ 観光・イベント","","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","② 医療・介護",""
"524","③ 居住経験","","⑦ 20～25年未満","① 自然|⑤ 特産品|③ 歴史・文化","","③ ご当地ニュース","② 1回","② 1～2日","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","③ 教育・保育",""
"525","① 住所地","","⑦ 20～25年未満","","","","","","","","","","","","","⑤ 広報",""
"526","① 住所地","","⑦ 20～25年未満","","","","","","","","","","","","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"527","⑤ 仕事","","② 2～3年未満","⑤ 特産品|④ 観光|⑥ 人柄・土地柄","","① イベント","⑤ 11回以上","③ 3～5日","④ 担い手活動","","② 鉄道","","② 関心あり","② 定期的な訪問","","④ デジタル",""
"528","③ 居住経験","","⑧ 25～30年未満","⑥ 人柄・土地柄|② 都市機能|⑦ 居住地との距離","","② 地域の魅力","④ 5～10回","⑦ 20～29日","⑤ 観光・イベント","","② 鉄道","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑤ 広報",""
"529","⑥ 観光","","⑦ 20～25年未満","⑥ 人柄・土地柄|⑦ 居住地との距離|④ 観光","","③ ご当地ニュース","④ 5～10回","① 0日","④ 担い手活動","","② 鉄道","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑦ 建築・土木",""
"530","④ 親戚・知人","","⑦ 20～25年未満","⑦ 居住地との距離|① 自然|③ 歴史・文化","","③ ご当地ニュース","① 0回","⑤ 10～14日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑪ その他【自由記述】","データ分析および生成AIの活用"
"531","① 住所地","","① 1年未満","","","","","","","","","","","","","① まちづくり",""
"532","⑤ 仕事","","③ 3～5年未満","① 自然|⑦ 居住地との距離|⑤ 特産品","","③ ご当地ニュース","① 0回","③ 3～5日","③ 仕事","","② 鉄道","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"533","① 住所地","","① 1年未満","","","","","","","","","","","","","⑩ 農林水産",""
"534","① 住所地","","⑧ 25～30年未満","","","","","","","","","","","","","⑩ 農林水産",""
"535","⑥ 観光","","① 1年未満","⑦ 居住地との距離|⑥ 人柄・土地柄|③ 歴史・文化","","① イベント","① 0回","⑧ 30日以上","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"536","③ 居住経験","","④ 5～10年未満","① 自然|⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある","","③ ご当地ニュース","④ 5～10回","⑤ 10～14日","② 親戚・知人との交流","","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","① まちづくり",""
"537","⑦ ふるさと納税","","⑦ 20～25年未満","⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】|⑤ 特産品","地元の温泉文化と食事が素晴らしい","④ 担い手募集","⑤ 11回以上","② 1～2日","④ 担い手活動","","① 自家用車","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑨ 交通",""
"538","① 住所地","","⑥ 15～20年未満","","","","","","","","","","","","","② 医療・介護",""
"539","⑤ 仕事","","⑤ 10～15年未満","⑦ 居住地との距離|④ 観光|② 都市機能","","② 地域の魅力","② 1回","⑥ 15～19日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","③ 教育・保育",""
"540","① 住所地","","⑧ 25～30年未満","","","","","","","","","","","","","⑩ 農林水産",""
"541","③ 居住経験","","⑨ 30年以上","④ 観光|⑧ 著名人・作品のゆかりがある|⑤ 特産品","","① イベント","③ 2～4回","⑧ 30日以上","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑤ 広報",""
"542","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑥ 15～20年未満","③ 歴史・文化|⑨ その他【自由記述】|⑦ 居住地との距離","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","② 1～2日","⑤ 観光・イベント","","③ 飛行機","","④ 特に希望しない","② 定期的な訪問","","⑤ 広報",""
"543","⑦ ふるさと納税","","⑤ 10～15年未満","⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある|① 自然","","① イベント","② 1回","③ 3～5日","③ 仕事","","① 自家用車","","③ いずれ検討する可能性がある","② 定期的な訪問","","② 医療・介護",""
"544","③ 居住経験","","⑧ 25～30年未満","④ 観光|⑤ 特産品|③ 歴史・文化","","① イベント","① 0回","⑦ 20～29日","④ 担い手活動","","① 自家用車","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"545","③ 居住経験","","① 1年未満","② 都市機能|⑧ 著名人・作品のゆかりがある|① 自然","","① イベント","⑤ 11回以上","② 1～2日","⑤ 観光・イベント","","② 鉄道","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"546","⑦ ふるさと納税","","⑤ 10～15年未満","⑥ 人柄・土地柄|⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","① 0回","① 0日","⑤ 観光・イベント","","② 鉄道","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑥ 経営支援",""
"547","⑨ 特にない","","⑥ 15～20年未満","⑤ 特産品|⑨ その他【自由記述】|⑧ 著名人・作品のゆかりがある","地元の温泉文化と食事が素晴らしい","④ 担い手募集","④ 5～10回","① 0日","④ 担い手活動","","③ 飛行機","","④ 特に希望しない","⓪ 未定","","⑤ 広報",""
"548","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","① 1年未満","③ 歴史・文化|④ 観光|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","⑤ 11回以上","③ 3～5日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"549","② 出身","","④ 5～10年未満","⑦ 居住地との距離|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","② 地域の魅力","⑤ 11回以上","④ 6～9日","④ 担い手活動","","② 鉄道","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","② 医療・介護",""
"550","④ 親戚・知人","","① 1年未満","⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","① 0回","④ 6～9日","③ 仕事","","② 鉄道","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑤ 広報",""
"551","⑦ ふるさと納税","","③ 3～5年未満","③ 歴史・文化|⑥ 人柄・土地柄|⑦ 居住地との距離","","④ 担い手募集","③ 2～4回","⑧ 30日以上","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","③ いずれ検討する可能性がある","⓪ 未定","","④ デジタル",""
"552","① 住所地","","① 1年未満","","","","","","","","","","","","","⑥ 経営支援",""
"553","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑤ 10～15年未満","⑦ 居住地との距離|① 自然|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","③ 2～4回","① 0日","⑤ 観光・イベント","","② 鉄道","","① 具体的に検討中","⓪ 未定","","① まちづくり",""
"554","⑤ 仕事","","① 1年未満","⑧ 著名人・作品のゆかりがある|⑦ 居住地との距離|② 都市機能","","④ 担い手募集","⑤ 11回以上","⑥ 15～19日","① 帰省","","③ 飛行機","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","② 医療・介護",""
"555","⑨ 特にない","","① 1年未満","⑧ 著名人・作品のゆかりがある|① 自然|④ 観光","","④ 担い手募集","③ 2～4回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","④ 特に希望しない","⓪ 未定","","④ デジタル",""
"556","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","② 2～3年未満","⑧ 著名人・作品のゆかりがある|⑤ 特産品|⑦ 居住地との距離","","② 地域の魅力","③ 2～4回","⑤ 10～14日","② 親戚・知人との交流","","③ 飛行機","","④ 特に希望しない","② 定期的な訪問","","③ 教育・保育",""
"557","⑤ 仕事","","⑦ 20～25年未満","⑨ その他【自由記述】|① 自然|⑤ 特産品","地元の温泉文化と食事が素晴らしい","④ 担い手募集","④ 5～10回","⑧ 30日以上","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","② 関心あり","② 定期的な訪問","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"558","⑤ 仕事","","③ 3～5年未満","③ 歴史・文化|⑦ 居住地との距離|⑥ 人柄・土地柄","","③ ご当地ニュース","④ 5～10回","⑥ 15～19日","④ 担い手活動","","④ 船舶","","② 関心あり","② 定期的な訪問","","③ 教育・保育",""
"559","④ 親戚・知人","","④ 5～10年未満","① 自然|⑧ 著名人・作品のゆかりがある|⑥ 人柄・土地柄","","① イベント","⑤ 11回以上","⑦ 20～29日","② 親戚・知人との交流","","③ 飛行機","","④ 特に希望しない","② 定期的な訪問","","⑨ 交通",""
"560","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","③ 3～5年未満","⑤ 特産品|① 自然|③ 歴史・文化","","④ 担い手募集","③ 2～4回","⑧ 30日以上","③ 仕事","","③ 飛行機","","① 具体的に検討中","② 定期的な訪問","","⑩ 農林水産",""
"561","④ 親戚・知人","","④ 5～10年未満","⑦ 居住地との距離|② 都市機能|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","② 1回","⑥ 15～19日","③ 仕事","","④ 船舶","","② 関心あり","② 定期的な訪問","","⑩ 農林水産",""
"562","⑥ 観光","","⑦ 20～25年未満","② 都市機能|⑤ 特産品|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","① 0回","⑤ 10～14日","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","⓪ 未定","","② 医療・介護",""
"563","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑧ 25～30年未満","⑦ 居住地との距離|⑤ 特産品|⑥ 人柄・土地柄","","① イベント","③ 2～4回","⑦ 20～29日","⑥ その他【自由記述】","伝統的な祭りに参加するため","④ 船舶","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑤ 広報",""
"564","③ 居住経験","","④ 5～10年未満","⑤ 特産品|④ 観光|⑧ 著名人・作品のゆかりがある","","② 地域の魅力","① 0回","④ 6～9日","④ 担い手活動","","④ 船舶","","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","③ 教育・保育",""
"565","⑧ その他【自由記述】","学生時代のボランティア活動の拠点","⑥ 15～20年未満","⑦ 居住地との距離|⑥ 人柄・土地柄|④ 観光","","③ ご当地ニュース","② 1回","⑤ 10～14日","③ 仕事","","④ 船舶","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑧ 国際",""
"566","⑥ 観光","","⑤ 10～15年未満","① 自然|⑥ 人柄・土地柄|⑤ 特産品","","④ 担い手募集","③ 2～4回","④ 6～9日","② 親戚・知人との交流","","② 鉄道","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
